severity,post_id,slug,title,brand,origin,title_type,meta_type,meta_len,h3_count,has_disclaimer,issues,meta
OK,75247,skino-vitamin-c-oil-control-facewash-lemon-110ml,Skino Vitamin C Oil Control Facewash (Lemon) 110ml,SKINO,South Korea,,foam_cleanser,156,6,yes,,"Skino Vitamin C face wash for oily, dull skin with lemon extract — brightening & pore control. Authentic South Korean import — buy at Emart Bangladesh, COD."
OK,75333,t-park-lemon-honey-face-wash-100ml,T-Park Lemon & Honey Face Wash 100ml,T-Park Lemon &,Bangladesh,foam_cleanser,foam_cleanser,137,6,yes,,"T-Park Lemon & Honey face wash for normal to oily skin with lemon extract and honey — brightening. Buy original at Emart Bangladesh, COD."
OK,75369,the-derma-co-2-vitamin-c-gel-daily-face-wash-80ml,The Derma Co 2% Vitamin C Gel Daily Face Wash 80ml,The Derma Co,India,foam_cleanser|gel_cleanser,foam_cleanser|gel_cleanser,143,6,yes,,"The Derma Co 2% Vitamin C gel face wash for dull, pigmented skin — antioxidant brightening. Imported from India — buy at Emart Bangladesh, COD."
OK,75373,the-derma-co-tran-zealic-pigmentation-corrector-face-wash-80ml,The Derma Co Tran Zealic Pigmentation Corrector Face Wash 80ml,The Derma Co,India,foam_cleanser,foam_cleanser,146,6,yes,,The Derma Co pigmentation foam cleanser with Tranexamic acid + Niacinamide for uneven skin tone. Buy original at Emart Bangladesh — COD available.
OK,75383,the-derma-co-3-aha-bha-foaming-face-wash-100ml,The Derma Co 3% AHA BHA Foaming Face Wash 100ml,The Derma Co,India,foam_cleanser,foam_cleanser,150,6,yes,,"The Derma Co AHA BHA foam cleanser for acne-prone combo skin with niacinamide - exfoliates & unclogs. Buy 3% AHA BHA formula at Emart Bangladesh, COD."
OK,75431,the-derma-co-1-kojic-acid-daily-face-wash-100ml,The Derma CO 1% Kojic Acid Daily Face Wash 100ml,The Derma Co,India,foam_cleanser,foam_cleanser,142,6,yes,,The Derma Co foam cleanser for hyperpigmentation with 1% Kojic Acid — brightens uneven tone. Buy original at Emart Bangladesh — COD available.
OK,75437,the-derma-co-1-salicylic-acid-gel-face-wash-100ml,The Derma Co 1% Salicylic Acid Gel Face Wash 100ml,The Derma Co,India,foam_cleanser|gel_cleanser,foam_cleanser|gel_cleanser,144,6,yes,,The Derma Co 1% Salicylic Acid Gel Face Wash unclogs pores and controls acne for oily skin. Alcohol-free formula — price in Bangladesh at Emart.
OK,75469,the-yeon-vita-7-daily-c-foam-cleanser-150ml,The Yeon Vita 7 Daily C Foam Cleanser 150ml,The Yeon,South Korea,foam_cleanser,foam_cleanser,155,6,yes,,"The Yeon foam cleanser with Vitamin C for dull, combination skin — brightening and hydrating. Authentic South Korean import — buy at Emart Bangladesh, COD."
OK,75593,wishcare-2-salicylic-acid-face-wash-100ml,Wishcare 2% Salicylic Acid Face Wash 100ml,Wishcare 2% Salicylic,India,foam_cleanser,foam_cleanser,154,6,yes,,"Wishcare 2% Salicylic acid foam cleanser for oily, acne-prone skin — unclogs pores and fights breakouts. Buy original at Emart Bangladesh — COD available."
OK,92824,cerave-hydrating-facial-cleanser-355ml,CeraVe Hydrating Cleanser Normal To Dry Skin 355ml (USA Version),Cerave,USA,generic_cleanser,cleansing_bar|foam_cleanser,148,6,yes,,"CeraVe hydrating foam cleanser for normal to dry skin with Hyaluronic Acid — barrier-repairing. Authentic USA import — buy at Emart Bangladesh, COD."
OK,92830,simple-moisturising-facial-wash-150ml,Simple Moisturising Facial Wash 150ml,Simple,UK,foam_cleanser,foam_cleanser,156,6,yes,,"Simple moisturising foam cleanser for dry, sensitive skin with Glycerin — hydrates while cleansing. UK-origin gentle formula — buy at Emart Bangladesh, COD."
OK,92844,cerave-foaming-facial-cleanser-for-normal-to-oily-skin-355ml,CeraVe Foaming Facial Cleanser For Normal To Oily Skin 355ml,Cerave,USA,foam_cleanser,foam_cleanser,141,6,yes,,"CeraVe foam cleanser for normal, oily skin with hyaluronic acid and ceramides. Dermatologist-tested US import — buy at Emart Bangladesh, COD."
OK,92856,some-by-mi-propolis-b5-glow-barrier-calming-oil-to-foam-120ml,Some By Mi Propolis B5 Glow Barrier Calming Oil to Foam 120ml,Some By Mi,South Korea,foam_cleanser,foam_cleanser,144,6,yes,,"Some By Mi propolis B5 foam cleanser for sensitive, dry skin — calms and hydrates. Authentic South Korean import — buy at Emart Bangladesh, COD."
OK,92860,skin1004-madagascar-centella-tea-trica-bha-foam-125ml,SKIN1004 Madagascar Centella Tea-Trica Bha Foam 125ml,Skin1004,South Korea,foam_cleanser,foam_cleanser,151,6,yes,,"SKIN1004 Centella foam for sensitive skin with BHA — gently exfoliates without stripping. Authentic South Korean import — buy at Emart Bangladesh, COD."
OK,92904,skin1004-madagascar-centella-ampoule-foam-cleanser-125ml,SKIN1004 Madagascar Centella Ampoule Foam Cleanser 125ml,Skin1004,South Korea,foam_cleanser,foam_cleanser,134,6,yes,,Skin1004 ampoule foam cleanser for sensitive skin with Centella Asiatica — soothes irritation. Buy original at Emart Bangladesh — COD.
OK,92918,maryampmay-white-collagen-cleansing-foam-150ml,Mary&May White Collagen cleansing foam 150ml,Mary &amp; May,South Korea,foam_cleanser,foam_cleanser,155,6,yes,,"Mary&May white collagen face wash for mature, dull skin with hydrolysed collagen — boosts firmness. Authentic South Korean import at Emart Bangladesh, COD."
OK,92958,cerave-foaming-facial-cleanser-237ml,CeraVe Foaming Facial Cleanser 237mL,Cerave,USA,foam_cleanser,foam_cleanser,151,6,yes,,"CeraVe foaming cleanser for oily, acne-prone skin with Ceramides, Hyaluronic Acid — non-stripping. Authentic USA import — buy at Emart Bangladesh, COD."
OK,92986,bioderma-sebium-gel-moussant-purifying-cleansing-foaming-gel-500ml,Bioderma Sebium Gel Moussant Purifying Cleansing Foaming Gel 500ml,Bioderma,France,foam_cleanser,foam_cleanser,133,6,yes,,"Bioderma purifying foam cleanser for oily skin with salicylic acid — unclogs pores. Authentic French import at Emart Bangladesh, COD."
OK,93004,izeze-soul-hca-hydro-6-5-gel-cleanser-150ml,IZEZE Soul HCA Hydro 6.5 Gel Cleanser 150ml,IZEZE,South Korea,gel_cleanser,gel_cleanser,142,6,yes,,"IZEZE gentle gel cleanser with Hydro 6.5 — exfoliates and soothes sensitive skin. Authentic South Korean import, buy at Emart Bangladesh, COD."
OK,93034,mixsoon-bean-cleansing-oil-195ml,MIXSOON Bean Cleansing Oil 195ml,Mixsoon,South Korea,oil_cleanser,oil_cleanser,154,6,yes,,"Mixsoon bean cleansing oil with camellia oil for dry, normal skin — hydrating first cleanse. Authentic South Korean import — buy at Emart Bangladesh, COD."
